SIDO_NM,CCG_NM,LAWD_CD,STRD_YYMM,LOCAL_VISITORS,OUTSIDE_VISITORS,FOREIGN_VISITORS
경상남도,산청군,48860,202605,567854.0,787080.0,7818.75
경상남도,산청군,48860,202606,556703.0,569821.0,6091.86
경상남도,양산시,48330,202601,6505026.5,2985136.0,39271.17
경상남도,양산시,48330,202602,5844678.0,3206745.5,41059.17
경상남도,양산시,48330,202603,6670118.0,3389319.5,39352.79
경상남도,양산시,48330,202604,6373300.5,2837240.0,52061.13999999999
경상남도,양산시,48330,202605,6727161.0,3327271.5,49117.45
경상남도,양산시,48330,202606,6647081.0,2867840.5,40514.34
경상남도,의령군,48720,202601,489699.0,295463.0,3094.82
경상남도,의령군,48720,202602,449081.5,365309.0,1919.09
경상남도,의령군,48720,202603,517881.0,354000.5,2325.64
경상남도,의령군,48720,202604,509649.0,427497.0,4284.69
경상남도,의령군,48720,202605,539910.0,473298.0,5656.21
경상남도,의령군,48720,202606,521927.0,363891.5,5506.700000000001
경상남도,진주시,48170,202601,5270965.0,1807025.5,22119.739999999998
경상남도,진주시,48170,202602,4717226.5,1963769.5,16966.49
경상남도,진주시,48170,202603,5437614.0,2192638.0,22106.45
경상남도,진주시,48170,202604,5209858.5,1771703.5,29636.820000000003
경상남도,진주시,48170,202605,5683160.0,2047794.0,33386.5
경상남도,진주시,48170,202606,5546009.0,1759394.0,26245.83
경상남도,창녕군,48740,202601,990059.0,785914.5,13747.24
경상남도,창녕군,48740,202602,893749.5,866400.5,10574.95
경상남도,창녕군,48740,202603,1060363.5,891180.5,16575.420000000002
경상남도,창녕군,48740,202604,1022381.5,1030788.5,24538.260000000002
경상남도,창녕군,48740,202605,1076502.0,1038905.0,32272.66
경상남도,창녕군,48740,202606,1068868.5,797979.0,21674.869999999995
경상남도,창원시 마산합포구,48125,202601,3338349.0,2002808.5,98966.99
경상남도,창원시 마산합포구,48125,202602,3039613.5,2046817.5,61677.17
경상남도,창원시 마산합포구,48125,202603,3421778.5,2206477.0,66458.04
경상남도,창원시 마산합포구,48125,202604,3222369.5,1889048.0,85086.73
경상남도,창원시 마산합포구,48125,202605,3486455.0,2306654.0,125014.3
경상남도,창원시 마산합포구,48125,202606,3418135.0,1926589.0,105909.61000000002
경상남도,창원시 마산회원구,48127,202601,2870612.5,1766212.0,12293.099999999999
경상남도,창원시 마산회원구,48127,202602,2599565.5,1802689.0,9876.219999999998
경상남도,창원시 마산회원구,48127,202603,2929860.5,2082185.0,11428.970000000001
경상남도,창원시 마산회원구,48127,202604,2759109.5,1745198.0,15984.34
경상남도,창원시 마산회원구,48127,202605,2993042.5,1999004.0,17108.41
경상남도,창원시 마산회원구,48127,202606,3007931.5,1773898.0,17460.229999999996
경상남도,창원시 성산구,48123,202601,5062550.5,2990081.5,95722.15
경상남도,창원시 성산구,48123,202602,4416538.0,2768374.0,68708.31000000001
경상남도,창원시 성산구,48123,202603,5203884.0,3204817.0,76692.12999999999
경상남도,창원시 성산구,48123,202604,4897693.5,2776221.0,95554.89
경상남도,창원시 성산구,48123,202605,5211696.0,3095592.5,116614.65999999999
경상남도,창원시 성산구,48123,202606,5199624.5,2855951.0,122531.73999999999
경상남도,창원시 의창구,48121,202601,4130749.0,2830926.0,18402.19
경상남도,창원시 의창구,48121,202602,3723496.0,2785030.5,15953.070000000002
경상남도,창원시 의창구,48121,202603,4238279.5,3139090.5,19468.43
경상남도,창원시 의창구,48121,202604,4036284.0,2825189.5,25320.56
경상남도,창원시 의창구,48121,202605,4297440.0,3134827.5,30640.010000000002
경상남도,창원시 의창구,48121,202606,4267511.5,2755732.0,24131.480000000003
경상남도,창원시 진해구,48129,202601,2758266.0,1482950.0,134859.12
경상남도,창원시 진해구,48129,202602,2460069.5,1458065.0,113041.88
경상남도,창원시 진해구,48129,202603,2885890.0,1860533.5,120102.91
경상남도,창원시 진해구,48129,202604,2753110.5,1701416.5,133333.15999999997
경상남도,창원시 진해구,48129,202605,2870133.0,1589952.0,152631.72
경상남도,창원시 진해구,48129,202606,2819911.5,1452391.5,177053.02000000002
경상남도,통영시,48220,202601,2361982.0,1319244.5,125494.18
경상남도,통영시,48220,202602,2098516.0,1285046.0,125295.37000000001
경상남도,통영시,48220,202603,2443234.5,1215917.5,145594.37
경상남도,통영시,48220,202604,2347495.5,1182695.5,162474.27000000005
경상남도,통영시,48220,202605,2466744.0,1537522.0,196628.48
경상남도,통영시,48220,202606,2405763.5,1190770.0,185676.24000000005
경상남도,하동군,48850,202601,570066.0,427962.5,7596.91
경상남도,하동군,48850,202602,524870.5,569653.0,5456.89
경상남도,하동군,48850,202603,608048.0,1017887.5,5800.52
경상남도,하동군,48850,202604,604537.5,761306.0,7481.7
경상남도,하동군,48850,202605,648224.5,754547.5,8794.56
경상남도,하동군,48850,202606,626283.0,546108.5,9411.17
경상남도,함안군,48730,202601,1081087.0,835145.5,12207.829999999998
경상남도,함안군,48730,202602,965188.0,898730.0,9048.539999999999
경상남도,함안군,48730,202603,1114802.5,964939.5,11442.45
경상남도,함안군,48730,202604,1092255.5,994045.5,15587.570000000002
경상남도,함안군,48730,202605,1190448.0,1266478.5,18480.57
경상남도,함안군,48730,202606,1212592.5,996275.0,16246.820000000002
경상남도,함양군,48870,202601,753371.5,570279.5,3117.7200000000003
경상남도,함양군,48870,202602,686983.5,660457.0,3195.7999999999997
경상남도,함양군,48870,202603,802452.0,513621.5,3974.1
경상남도,함양군,48870,202604,801346.0,584972.5,6324.93
경상남도,함양군,48870,202605,837641.0,873015.5,9730.67
경상남도,함양군,48870,202606,827638.0,625516.5,9060.16
경상남도,합천군,48890,202601,702327.5,417770.5,3019.81
경상남도,합천군,48890,202602,633139.5,537001.5,2234.01
경상남도,합천군,48890,202603,734566.0,487826.5,3924.67
경상남도,합천군,48890,202604,725553.5,596141.0,6206.6
경상남도,합천군,48890,202605,758093.0,853226.5,7975.919999999999
경상남도,합천군,48890,202606,744474.5,522189.5,7137.450000000001
경상북도,경산시,47290,202601,4225469.5,2315736.5,23714.78
경상북도,경산시,47290,202602,3741454.5,2459712.5,26196.11
경상북도,경산시,47290,202603,4408390.0,3527898.5,67084.66
경상북도,경산시,47290,202604,4231661.0,2288461.0,75279.90000000001
경상북도,경산시,47290,202605,4764753.0,2737518.0,83764.06
경상북도,경산시,47290,202606,4836118.0,2445999.5,46974.82
경상북도,경주시,47130,202601,5427114.0,3787574.0,65687.06000000001
경상북도,경주시,47130,202602,4893007.0,4080825.0,67821.95
경상북도,경주시,47130,202603,5678655.5,4040771.0,111229.94
경상북도,경주시,47130,202604,5467497.0,4369484.0,162604.57
경상북도,경주시,47130,202605,5878022.5,4696387.5,162012.88
경상북도,경주시,47130,202606,5739254.5,3749714.5,137839.97
경상북도,고령군,47830,202601,463711.5,428760.5,8263.689999999999
경상북도,고령군,47830,202602,414358.0,490588.0,7032.07
경상북도,고령군,47830,202603,494298.0,573562.5,9790.27
경상북도,고령군,47830,202604,479451.0,560717.5,14620.240000000002
경상북도,고령군,47830,202605,508315.5,610267.0,15159.800000000001
경상북도,고령군,47830,202606,516593.0,531734.0,13198.310000000001
경상북도,구미시,47190,202601,6804987.0,2170724.5,29709.049999999996
경상북도,구미시,47190,202602,6050317.0,2221485.0,26162.119999999995
경상북도,구미시,47190,202603,7028332.5,2529012.5,35465.15
경상북도,구미시,47190,202604,6727409.5,2082531.5,48959.189999999995
경상북도,구미시,47190,202605,7112815.5,2322922.0,59021.24999999999
경상북도,구미시,47190,202606,7058215.5,2142651.0,50622.33
경상북도,김천시,47150,202601,2491436.5,1118071.5,15167.86
경상북도,김천시,47150,202602,2232265.0,1288745.5,13591.14
경상북도,김천시,47150,202603,2611640.5,1318198.0,15315.490000000002
경상북도,김천시,47150,202604,2541126.0,1287979.0,25239.469999999998
경상북도,김천시,47150,202605,2696214.5,1440425.0,34121.01
경상북도,김천시,47150,202606,2663136.0,1248926.0,31859.460000000003
경상북도,문경시,47280,202601,1025892.0,792848.0,7935.209999999999
경상북도,문경시,47280,202602,934332.0,1041502.0,7313.94
경상북도,문경시,47280,202603,1084097.0,899549.0,9015.35
경상북도,문경시,47280,202604,1073023.0,955174.5,15947.29
경상북도,문경시,47280,202605,1161699.0,1267833.0,20258.42
경상북도,문경시,47280,202606,1150289.0,965716.5,19714.989999999998
경상북도,봉화군,47920,202601,310033.5,285589.5,1080.45
경상북도,봉화군,47920,202602,287154.0,353363.5,1085.41
경상북도,봉화군,47920,202603,358092.0,330767.5,3097.0099999999998
경상북도,봉화군,47920,202604,350616.0,340683.0,12110.57
경상북도,봉화군,47920,202605,395045.0,447216.0,24476.4
경상북도,봉화군,47920,202606,404285.0,357665.0,22961.789999999997
경상북도,상주시,47250,202601,1732850.0,993268.5,15713.94
경상북도,상주시,47250,202602,1560951.0,1206961.0,10262.229999999998
경상북도,상주시,47250,202603,1825232.5,1129604.0,13877.889999999998
경상북도,상주시,47250,202604,1779155.0,1071514.5,28618.579999999998
경상북도,상주시,47250,202605,1917961.5,1341791.5,55440.700000000004
경상북도,상주시,47250,202606,1915427.5,1148248.5,56707.759999999995
경상북도,성주군,47840,202601,800324.0,541695.0,17208.41
경상북도,성주군,47840,202602,717244.5,629468.0,26443.4
경상북도,성주군,47840,202603,829209.5,649344.5,44799.509999999995
경상북도,성주군,47840,202604,807600.5,630143.5,79588.09000000001
경상북도,성주군,47840,202605,869470.0,773209.5,73865.59999999999
경상북도,성주군,47840,202606,861472.5,611950.5,42269.34
경상북도,안동시,47170,202601,3613585.5,1295798.0,7916.97
경상북도,안동시,47170,202602,3221785.0,1458817.5,7101.01
경상북도,안동시,47170,202603,3764817.0,1562340.5,12271.98
경상북도,안동시,47170,202604,3662501.5,1410286.5,32383.789999999997
경상북도,안동시,47170,202605,3954104.0,1649592.0,63909.09
경상북도,안동시,47170,202606,3909122.0,1339677.5,50894.11
경상북도,영덕군,47770,202601,789911.5,863607.5,15835.299999999997
경상북도,영덕군,47770,202602,720993.0,835831.5,15377.749999999998
경상북도,영덕군,47770,202603,833122.5,721280.0,17355.019999999997
경상북도,영덕군,47770,202604,814649.5,722561.0,19537.980000000003
경상북도,영덕군,47770,202605,843195.5,961079.0,23401.34
경상북도,영덕군,47770,202606,835467.5,786779.0,19908.46
경상북도,영양군,47760,202601,229313.0,140112.0,1100.8200000000002
경상북도,영양군,47760,202602,215561.5,146426.0,1109.1999999999998
경상북도,영양군,47760,202603,249973.5,126574.0,1905.4199999999998
경상북도,영양군,47760,202604,253459.5,132433.0,7529.999999999999
경상북도,영양군,47760,202605,286632.5,181384.0,9269.910000000002
경상북도,영양군,47760,202606,285897.5,138628.0,9980.23
경상북도,영주시,47210,202601,2150823.5,672059.5,4236.44
경상북도,영주시,47210,202602,1944733.0,812199.5,3743.48
경상북도,영주시,47210,202603,2264881.5,765579.5,7295.179999999999
경상북도,영주시,47210,202604,2201412.5,706149.5,14536.509999999998
경상북도,영주시,47210,202605,2343656.0,888587.0,18747.82
경상북도,영주시,47210,202606,2302139.0,682136.0,13436.27
경상북도,영천시,47230,202601,1600046.0,951121.5,12278.01
경상북도,영천시,47230,202602,1437495.5,1173945.5,9741.53
경상북도,영천시,47230,202603,1683734.5,1144860.5,13810.510000000002
경상북도,영천시,47230,202604,1631315.0,1085493.5,21062.48
경상북도,영천시,47230,202605,1738824.5,1336835.5,27930.8
경상북도,영천시,47230,202606,1717390.5,1091499.5,25583.930000000004
경상북도,예천군,47900,202601,934619.0,481362.0,2596.6099999999997
경상북도,예천군,47900,202602,841340.5,579880.0,1733.44
경상북도,예천군,47900,202603,1026123.0,573282.5,3864.9199999999996
경상북도,예천군,47900,202604,987836.5,594538.0,9090.409999999998
경상북도,예천군,47900,202605,1068581.5,662760.0,13357.39
경상북도,예천군,47900,202606,1076771.5,558005.0,11634.53
경상북도,울릉군,47940,202601,151973.5,43123.5,23887.52
경상북도,울릉군,47940,202602,133637.0,64193.5,27656.170000000002
경상북도,울릉군,47940,202603,178650.5,116105.5,32424.44
경상북도,울릉군,47940,202604,174835.5,131806.5,40660.45
경상북도,울릉군,47940,202605,220486.0,176690.5,49361.54000000001
경상북도,울릉군,47940,202606,226338.0,137238.5,44340.01
경상북도,울진군,47930,202601,1119391.0,681611.0,14894.210000000003
경상북도,울진군,47930,202602,1011146.5,727867.0,14713.77
경상북도,울진군,47930,202603,1171912.0,653429.0,15296.990000000002
경상북도,울진군,47930,202604,1128179.5,591328.5,16667.18
경상북도,울진군,47930,202605,1182394.5,762279.0,19621.75
경상북도,울진군,47930,202606,1210888.0,640937.5,18043.329999999998
경상북도,의성군,47730,202601,808073.0,439470.5,2832.73
경상북도,의성군,47730,202602,730544.5,572862.5,2831.6
경상북도,의성군,47730,202603,860496.0,587692.0,4308.64
경상북도,의성군,47730,202604,852236.0,518521.5,9164.189999999999
경상북도,의성군,47730,202605,909548.5,670782.0,19007.7
경상북도,의성군,47730,202606,911305.5,540008.0,17828.92
경상북도,청도군,47820,202601,639079.0,732651.5,7504.299999999999
경상북도,청도군,47820,202602,580443.5,874310.5,4828.910000000001
경상북도,청도군,47820,202603,678786.5,888867.0,6114.32
경상북도,청도군,47820,202604,653600.5,813354.5,8395.57
경상북도,청도군,47820,202605,704105.5,982334.5,9974.689999999999
경상북도,청도군,47820,202606,701750.0,779817.5,8480.51
경상북도,청송군,47750,202601,458087.0,360314.5,2990.7999999999997
경상북도,청송군,47750,202602,408380.0,390502.0,2799.65
경상북도,청송군,47750,202603,486626.0,339423.0,2536.86
경상북도,청송군,47750,202604,474502.0,336021.0,12514.130000000001
경상북도,청송군,47750,202605,505781.5,436492.0,21600.690000000002
경상북도,청송군,47750,202606,506348.5,346010.0,18217.76
경상북도,칠곡군,47850,202601,1567475.0,1651552.0,20596.250000000004
경상북도,칠곡군,47850,202602,1410510.5,1755148.5,19112.849999999995
경상북도,칠곡군,47850,202603,1655566.5,1879969.0,25968.430000000004
경상북도,칠곡군,47850,202604,1584537.5,1813227.5,37567.35
경상북도,칠곡군,47850,202605,1703292.5,2083067.0,43974.12
경상북도,칠곡군,47850,202606,1720540.5,1863550.5,34230.229999999996
경상북도,포항시 남구,47111,202601,3773217.0,2538868.5,41818.32
경상북도,포항시 남구,47111,202602,3397037.0,2479799.0,46152.659999999996
경상북도,포항시 남구,47111,202603,3907844.5,2589604.5,56671.86
경상북도,포항시 남구,47111,202604,3750971.0,2403383.5,56427.44
경상북도,포항시 남구,47111,202605,4012543.5,2769333.0,56459.439999999995
경상북도,포항시 남구,47111,202606,3984883.0,2417446.5,50791.42
경상북도,포항시 북구,47113,202601,5398802.5,2613653.0,18275.68
경상북도,포항시 북구,47113,202602,4835943.0,2621041.5,17875.07
경상북도,포항시 북구,47113,202603,5537826.0,2631079.5,23130.140000000003
경상북도,포항시 북구,47113,202604,5300676.5,2335648.0,25113.23
경상북도,포항시 북구,47113,202605,5675736.5,2894059.0,31076.93
경상북도,포항시 북구,47113,202606,5628906.5,2486498.0,27700.19
광주광역시,광산구,29200,202601,7587853.0,4081546.0,34248.06
광주광역시,광산구,29200,202602,6648596.5,3959809.0,28987.680000000004
광주광역시,광산구,29200,202603,7782852.0,4550735.0,39648.979999999996
광주광역시,광산구,29200,202604,7379813.0,3863016.5,47263.939999999995
광주광역시,광산구,29200,202605,7852750.5,4386371.5,47843.369999999995
광주광역시,광산구,29200,202606,7861861.0,3982174.0,39563.810000000005
광주광역시,남구,29155,202601,1921727.5,1723869.0,7676.68
광주광역시,남구,29155,202602,1646183.0,1760388.0,6558.94
광주광역시,남구,29155,202603,1936147.5,1953654.5,8318.4
광주광역시,남구,29155,202604,1873371.5,1583991.5,10802.410000000002
광주광역시,남구,29155,202605,1981654.5,1781713.5,12022.77
광주광역시,남구,29155,202606,2025285.5,1622274.5,12904.57
광주광역시,동구,29110,202601,2303969.5,2829389.5,7255.69
광주광역시,동구,29110,202602,2024694.0,2735628.0,6588.320000000001
광주광역시,동구,29110,202603,2364187.0,3391731.0,9879.76
광주광역시,동구,29110,202604,2235670.5,2759221.5,13430.4
광주광역시,동구,29110,202605,2457787.5,3239379.5,14863.01
광주광역시,동구,29110,202606,2451820.0,2820783.0,12534.57
광주광역시,북구,29170,202601,7904949.5,4013201.5,19724.920000000002
광주광역시,북구,29170,202602,7008715.0,4057711.0,17473.88
광주광역시,북구,29170,202603,8124403.0,4838431.5,22109.17
광주광역시,북구,29170,202604,7726267.5,4109213.5,27695.449999999997
광주광역시,북구,29170,202605,8308475.0,4668657.0,30181.340000000004
광주광역시,북구,29170,202606,8282151.5,4164496.0,26239.35
광주광역시,서구,29140,202601,5665985.5,4648651.0,20708.489999999998
광주광역시,서구,29140,202602,5070737.0,4561427.5,16947.09
광주광역시,서구,29140,202603,5813846.5,5010740.0,19349.37
광주광역시,서구,29140,202604,5457819.5,4386889.5,26494.800000000003
광주광역시,서구,29140,202605,5807571.0,4924013.5,27382.850000000002
광주광역시,서구,29140,202606,5748127.0,4422575.5,26601.839999999997
대구광역시,군위군,27720,202601,331674.0,485516.5,4317.790000000001
대구광역시,군위군,27720,202602,300723.5,617442.0,3298.01
대구광역시,군위군,27720,202603,354480.0,594429.5,3629.8199999999997
대구광역시,군위군,27720,202604,351379.0,601191.5,6882.4299999999985
대구광역시,군위군,27720,202605,372704.5,758684.5,8606.06
대구광역시,군위군,27720,202606,371913.5,615527.5,8081.8
대구광역시,남구,27200,202601,1992595.5,2215937.5,11471.42
대구광역시,남구,27200,202602,1788031.0,2177276.5,11273.88
대구광역시,남구,27200,202603,2093430.5,2651736.5,14135.65
대구광역시,남구,27200,202604,2050545.0,2183723.5,17183.789999999997
대구광역시,남구,27200,202605,2255256.5,2473212.0,18221.85
대구광역시,남구,27200,202606,2251186.0,2226889.0,18360.52
대구광역시,달서구,27290,202601,9229524.5,4578427.0,34270.0
대구광역시,달서구,27290,202602,8200423.0,4582861.5,30172.73
대구광역시,달서구,27290,202603,9531774.0,5184518.5,41182.84
대구광역시,달서구,27290,202604,9179838.5,4369848.0,51219.12
대구광역시,달서구,27290,202605,9755095.0,4962996.5,55336.84
대구광역시,달서구,27290,202606,9735092.5,4372329.5,51390.35999999999
대구광역시,달성군,27710,202601,3646097.0,2471325.5,25347.94
대구광역시,달성군,27710,202602,3268076.0,2463555.5,23422.370000000003
대구광역시,달성군,27710,202603,3832286.5,2797329.5,31572.280000000006
대구광역시,달성군,27710,202604,3753813.0,2641999.5,43441.35
대구광역시,달성군,27710,202605,4000741.5,2845188.5,47605.61
대구광역시,달성군,27710,202606,4027849.0,2440637.5,40121.469999999994
대구광역시,동구,27140,202601,5722461.5,5449188.5,34654.4
대구광역시,동구,27140,202602,5106503.5,5524715.0,41546.38
대구광역시,동구,27140,202603,5902508.5,5900093.5,53777.189999999995
대구광역시,동구,27140,202604,5729178.0,5287173.5,59016.590000000004
대구광역시,동구,27140,202605,6033030.5,6139528.5,66582.88000000002
대구광역시,동구,27140,202606,6035498.0,5221653.5,66630.26
대구광역시,북구,27230,202601,7616913.5,4341431.5,22305.81
대구광역시,북구,27230,202602,6807248.0,4422565.0,22188.620000000003
대구광역시,북구,27230,202603,7837669.0,5132900.5,34414.47
대구광역시,북구,27230,202604,7467239.5,4076478.0,39332.23000000001
대구광역시,북구,27230,202605,7984616.5,4617763.5,42844.229999999996
대구광역시,북구,27230,202606,8033340.0,4268743.5,34839.590000000004
대구광역시,서구,27170,202601,1867362.0,1869479.5,8712.61
대구광역시,서구,27170,202602,1682341.5,1887410.0,9491.820000000002
대구광역시,서구,27170,202603,1962642.5,2001604.5,10698.51
대구광역시,서구,27170,202604,1870358.0,1761550.0,13383.65
대구광역시,서구,27170,202605,2003078.0,2009899.5,14788.439999999999
대구광역시,서구,27170,202606,2029016.5,1836495.5,14514.98
대구광역시,수성구,27260,202601,7409951.5,4251474.5,18604.980000000003
대구광역시,수성구,27260,202602,6574753.5,4167870.0,20092.1
대구광역시,수성구,27260,202603,7587562.5,4608163.0,24705.809999999998
대구광역시,수성구,27260,202604,7309015.0,4125908.5,31501.579999999998
대구광역시,수성구,27260,202605,7727730.5,4714909.5,38251.11
대구광역시,수성구,27260,202606,7698547.5,4211578.0,35475.65
대구광역시,중구,27110,202601,2557233.0,5760751.5,21607.83
대구광역시,중구,27110,202602,2312380.0,5529037.5,24145.559999999998
대구광역시,중구,27110,202603,2703354.5,6529876.5,32214.129999999997
대구광역시,중구,27110,202604,2545245.5,5723665.5,38368.38
대구광역시,중구,27110,202605,2782755.5,6594619.5,44818.159999999996
대구광역시,중구,27110,202606,2753068.5,5773533.5,41318.23
대전광역시,대덕구,30230,202601,2360634.5,2239790.0,13206.869999999997
대전광역시,대덕구,30230,202602,2134783.0,2242719.5,11550.400000000001
대전광역시,대덕구,30230,202603,2461508.0,2611017.5,19168.15
대전광역시,대덕구,30230,202604,2360267.0,2243090.5,21757.239999999994
대전광역시,대덕구,30230,202605,2512709.5,2469215.0,22499.19
대전광역시,대덕구,30230,202606,2532932.5,2286123.0,20192.08
대전광역시,동구,30110,202601,2663185.0,3476571.0,18526.64
대전광역시,동구,30110,202602,2359787.5,3504368.0,18025.909999999996
대전광역시,동구,30110,202603,2779752.5,4235490.0,32055.109999999997
대전광역시,동구,30110,202604,2755256.0,3546028.5,35730.31999999999
대전광역시,동구,30110,202605,3188678.5,3938294.5,36875.19
대전광역시,동구,30110,202606,3137032.5,3485002.5,29781.239999999998
대전광역시,서구,30170,202601,8302392.0,5465201.0,25491.320000000003
대전광역시,서구,30170,202602,7345716.0,5145854.0,24058.84
대전광역시,서구,30170,202603,8576151.5,6074750.5,34109.31
대전광역시,서구,30170,202604,8182125.0,5010817.0,35726.0
대전광역시,서구,30170,202605,8773296.0,5742191.0,38781.82000000001
대전광역시,서구,30170,202606,8823251.5,5182565.5,39413.61
대전광역시,유성구,30200,202601,7714073.5,5239437.0,33102.8
대전광역시,유성구,30200,202602,6675319.0,4961068.0,27573.770000000004
대전광역시,유성구,30200,202603,7972814.5,6333687.5,44290.35999999999
대전광역시,유성구,30200,202604,7502138.0,5062022.0,51503.62
대전광역시,유성구,30200,202605,8258904.5,5667249.0,55816.14000000001
대전광역시,유성구,30200,202606,8309654.5,5148391.5,52887.37999999999
대전광역시,중구,30140,202601,3830386.0,4026998.5,11637.76
대전광역시,중구,30140,202602,3392130.0,3924536.0,10185.830000000002
대전광역시,중구,30140,202603,3925229.0,4473528.5,14108.11
대전광역시,중구,30140,202604,3768807.0,3994844.0,15846.030000000002
대전광역시,중구,30140,202605,4010720.0,4514408.5,18207.339999999997
대전광역시,중구,30140,202606,3977498.0,4066825.0,17895.2
부산광역시,강서구,26440,202601,2938232.5,3826466.0,447630.06999999995
부산광역시,강서구,26440,202602,2547342.0,3608164.0,464277.36
부산광역시,강서구,26440,202603,3043974.5,3944601.5,544952.16
부산광역시,강서구,26440,202604,2907796.5,3721028.5,579511.4999999999
부산광역시,강서구,26440,202605,3075240.0,3825542.0,640400.11
부산광역시,강서구,26440,202606,3204012.0,3551933.0,712740.8500000001
부산광역시,금정구,26410,202601,3588567.5,2367795.5,23546.8
부산광역시,금정구,26410,202602,3170419.0,2499945.0,26582.469999999998
부산광역시,금정구,26410,202603,3689588.0,3078918.5,39963.81
부산광역시,금정구,26410,202604,3466883.0,2337527.5,49025.990000000005
부산광역시,금정구,26410,202605,3973907.0,2907219.0,59844.81
부산광역시,금정구,26410,202606,3886092.0,2443049.0,55880.55
부산광역시,기장군,26710,202601,3191748.0,3370468.5,108921.26
부산광역시,기장군,26710,202602,2879079.0,3503468.5,143828.71999999997
부산광역시,기장군,26710,202603,3285019.5,3419241.0,188664.68
부산광역시,기장군,26710,202604,3147739.0,3262759.5,227511.83999999997
부산광역시,기장군,26710,202605,3322823.0,4098104.5,253034.22999999998
부산광역시,기장군,26710,202606,3289394.5,3254639.5,259246.2
부산광역시,남구,26290,202601,4243214.5,2666688.5,127295.09
부산광역시,남구,26290,202602,3699797.5,2596058.5,153896.61000000002
부산광역시,남구,26290,202603,4232742.5,3241220.5,224524.33000000002
부산광역시,남구,26290,202604,4004108.5,2505835.5,249430.52
부산광역시,남구,26290,202605,4441080.0,2813044.5,272084.86
부산광역시,남구,26290,202606,4425071.0,2603391.0,275168.2
부산광역시,동구,26170,202601,1504055.0,3170233.5,140489.26
부산광역시,동구,26170,202602,1335428.5,3006195.5,172334.30000000002
부산광역시,동구,26170,202603,1567181.0,3201957.5,236842.82
부산광역시,동구,26170,202604,1471295.0,2991376.5,282746.17999999993
부산광역시,동구,26170,202605,1559838.0,3416490.0,317732.9600000001
부산광역시,동구,26170,202606,1586581.5,3153514.0,338246.85
부산광역시,동래구,26260,202601,4569449.5,3512554.5,15441.32
부산광역시,동래구,26260,202602,4054263.5,3405349.5,17148.21
부산광역시,동래구,26260,202603,4583159.0,3611181.0,25844.989999999998
부산광역시,동래구,26260,202604,4380866.0,3482220.0,29195.780000000002
부산광역시,동래구,26260,202605,4495928.5,3821114.5,32638.9
부산광역시,동래구,26260,202606,4478617.5,3456299.0,71130.65
부산광역시,부산진구,26230,202601,6674685.5,6543162.5,188707.99000000002
부산광역시,부산진구,26230,202602,5958477.0,6224575.0,240210.49000000002
부산광역시,부산진구,26230,202603,6696732.0,6622591.5,317003.13
부산광역시,부산진구,26230,202604,6321577.5,5772315.5,343387.02999999997
부산광역시,부산진구,26230,202605,6786930.5,6631887.5,384068.66000000003
부산광역시,부산진구,26230,202606,6676180.0,5829561.5,416950.9700000001
부산광역시,북구,26320,202601,4623874.5,2029258.0,13162.37
부산광역시,북구,26320,202602,4199944.0,2113699.0,13930.12
부산광역시,북구,26320,202603,4744019.0,2161365.5,18409.550000000003
부산광역시,북구,26320,202604,4560563.0,2004817.5,24175.02
부산광역시,북구,26320,202605,4837574.0,2301537.0,24421.86
부산광역시,북구,26320,202606,4738443.5,1978578.0,27194.88
부산광역시,사상구,26530,202601,2732499.0,2316629.0,38167.17
부산광역시,사상구,26530,202602,2418010.0,2312275.0,44765.17
부산광역시,사상구,26530,202603,2867980.5,2792842.5,82459.82
부산광역시,사상구,26530,202604,2711530.5,2366206.5,94624.06
부산광역시,사상구,26530,202605,2907999.5,2541507.5,91507.08
부산광역시,사상구,26530,202606,2919850.5,2351954.5,73293.54
부산광역시,사하구,26380,202601,4583453.0,2001037.5,63784.25
부산광역시,사하구,26380,202602,4072512.5,2062616.5,74915.76999999999
부산광역시,사하구,26380,202603,4641595.0,2290389.5,105800.32
부산광역시,사하구,26380,202604,4442935.0,1882205.5,132465.84000000003
부산광역시,사하구,26380,202605,4720446.5,2246972.0,168797.17
부산광역시,사하구,26380,202606,4715837.0,1992210.5,152856.78
부산광역시,서구,26140,202601,1656550.0,1707982.5,129163.46000000002
부산광역시,서구,26140,202602,1517729.5,1728667.5,164788.45
부산광역시,서구,26140,202603,1712574.5,1925924.0,211206.34000000003
부산광역시,서구,26140,202604,1622057.5,1690293.5,273871.75
부산광역시,서구,26140,202605,1754700.5,1883420.0,290301.00999999995
부산광역시,서구,26140,202606,1754735.5,1737001.0,293336.21
부산광역시,수영구,26500,202601,3018575.0,3484589.5,94969.02
부산광역시,수영구,26500,202602,2685868.5,3376362.5,117133.26999999999
부산광역시,수영구,26500,202603,3126249.0,3459785.0,168858.78999999998
부산광역시,수영구,26500,202604,2989185.5,3177489.0,227033.21000000002
부산광역시,수영구,26500,202605,3223678.5,3795246.0,254471.29
부산광역시,수영구,26500,202606,3182098.5,3358530.0,288083.77999999997
부산광역시,연제구,26470,202601,2305292.5,2704957.5,24552.91
부산광역시,연제구,26470,202602,2006347.0,2585513.0,23779.399999999998
부산광역시,연제구,26470,202603,2256215.5,2832193.0,30758.6
부산광역시,연제구,26470,202604,2223049.5,2581285.0,43695.97
